ID	symbol	desc	lfc	p	Cluster	Signature
27115	PDE7B	phosphodiesterase 7B	1.088502102	9.97e-08	8	
283731	LOC283731	uncharacterized LOC283731	1.84200845	2.81e-05	8	
284546	C1orf185	chromosome 1 open reading frame 185	1.025594182	0.000221093		
2861	GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	1.736585909	6.18e-13	8	
286133	SCARA5	scavenger receptor class A, member 5	1.296679441	0.000133475	8	
287	ANK2	ankyrin 2, neuronal	1.72965241	1.35e-14	8	
2903	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	1.695320392	2.12e-05	8	
29119	CTNNA3	catenin (cadherin-associated protein), alpha 3	1.01535431	0.005057751	8	
3221	HOXC4	homeobox C4	1.823671549	1.34e-08	8	
3222	HOXC5	homeobox C5	1.387372592	0.000861835		
3356	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	2.122313184	9.53e-08	8	
3371	TNC	tenascin C	1.799902675	1.15e-12	8	
339896	GADL1	glutamate decarboxylase-like 1	1.501801887	0.002304843	8	
347733	TUBB2B	tubulin, beta 2B class IIb	1.713843094	4.02e-06	8	
3479	IGF1	insulin-like growth factor 1 (somatomedin C)	2.111550909	3.96e-08	8	
3673	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	1.218201814	8.91e-10	8	
3751	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	1.964198216	7.78e-08	8	
3752	KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3	1.170966727	0.000372142		
375295	LINC01116	long intergenic non-protein coding RNA 1116	1.408854527	1.36e-05	8	
3756	KCNH1	potassium voltage-gated channel, subfamily H (eag-related), member 1	1.114386064	5.04e-06	8	
3788	KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2	1.493202878	6.42e-05	8	
388289	C16orf47	chromosome 16 open reading frame 47	1.145002464	6.59e-05		
400043	LOC400043	uncharacterized LOC400043	1.007317365	4.04e-07	8	
4052	LTBP1	latent transforming growth factor beta binding protein 1	1.0645978	8.27e-10	8	
4222	MEOX1	mesenchyme homeobox 1	2.330574054	6.76e-07	8	
441177	LINC00602	long intergenic non-protein coding RNA 602	1.234654799	0.004541836		
441631	TSPAN11	tetraspanin 11	1.364765601	4.81e-07	8	
4693	NDP	Norrie disease (pseudoglioma)	1.565870645	0.000647614		
4885	NPTX2	neuronal pentraxin II	1.389947846	1.66e-05	8	
493869	GPX8	glutathione peroxidase 8 (putative)	1.211920808	1.28e-10	8	
4958	OMD	osteomodulin	1.246806192	1.86e-06	8	
4969	OGN	osteoglycin	1.395435454	0.000114985	8	
5063	PAK3	p21 protein (Cdc42/Rac)-activated kinase 3	1.190328093	8.11e-12	8	
50940	PDE11A	phosphodiesterase 11A	1.878916762	1.46e-07	8	
5122	PCSK1	proprotein convertase subtilisin/kexin type 1	1.394897791	0.000389801	8	
5136	PDE1A	phosphodiesterase 1A, calmodulin-dependent	1.13129822	4.5e-06	8	
5157	PDGFRL	platelet-derived growth factor receptor-like	1.205651876	1.17e-06	8	
5176	SERPINF1	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	1.383535369	1.1e-11	8	
5244	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	1.492230735	1.8e-07	8	
5270	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	1.717173338	1.98e-06	8	
53919	SLCO1C1	solute carrier organic anion transporter family, member 1C1	1.517614988	5.18e-07	8	
54112	GPR88	G protein-coupled receptor 88	1.164186071	0.009410362		
54756	IL17RD	interleukin 17 receptor D	1.276454997	2.17e-06	8	
54857	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	1.13857242	0.000412644		
55083	KIF26B		2.059503981	1.43e-10	8	
55089	SLC38A4	solute carrier family 38, member 4	1.300843217	2.6e-05	8	
552	AVPR1A	arginine vasopressin receptor 1A	1.019792626	0.003093823	8	
55203	LGI2	leucine-rich repeat LGI family, member 2	1.763957745	4.37e-07	8	
55612	FERMT1	fermitin family member 1	2.088057388	1.8e-09	8	
55714	TENM3	teneurin transmembrane protein 3	1.865113829	1.94e-06	8	
55959	SULF2	sulfatase 2	1.061396291	3.44e-08	8	
56925	LXN	latexin	1.197145163	2.64e-10	8	
5738	PTGFRN	prostaglandin F2 receptor inhibitor	1.842719468	2.43e-20	8	
5744	PTHLH	parathyroid hormone-like hormone	2.928340344	6.58e-16	8	
57526	PCDH19	protocadherin 19	1.951307836	2.09e-08	8	
57611	ISLR2	immunoglobulin superfamily containing leucine-rich repeat 2	1.465295987	0.000176129	8	
57633	LRRN1	leucine rich repeat neuronal 1	1.888844268	2.99e-12	8	
57687	VAT1L	vesicle amine transport 1-like	1.320786714	0.000362597		
590	BCHE	butyrylcholinesterase	1.201974151	5.17e-07	8	
5918	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	1.537886426	1.57e-07	8	
5979	RET	ret proto-oncogene	1.927350191	6.38e-10	8	
60495	HPSE2	heparanase 2 (inactive)	2.511098871	1.17e-10	8	
6387	CXCL12	chemokine (C-X-C motif) ligand 12	1.498749996	7.32e-10	8	
64388	GREM2	gremlin 2, DAN family BMP antagonist	1.151445201	0.000145952	8	
6474	SHOX2	short stature homeobox 2	1.825094142	1.2e-07	8	
6588	SLN	sarcolipin	3.170833965	2.46e-07	8	
6696	SPP1	secreted phosphoprotein 1	2.487925952	2.92e-05	8	
6752	SSTR2	somatostatin receptor 2	1.186152538	3.89e-06	8	
6785	ELOVL4	ELOVL fatty acid elongase 4	1.45405682	1.08e-09	8	
720	C4A		1.075323272	1.16e-08	8	
727936	GXYLT2	glucoside xylosyltransferase 2	1.192218719	6.71e-09	8	
7291	TWIST1	twist family bHLH transcription factor 1	2.529921816	8.74e-15	8	
744	MPPED2	metallophosphoesterase domain containing 2	1.820756817	3.6e-10	8	
7498	XDH	xanthine dehydrogenase	1.414279042	7.91e-07	8	
7512	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	1.597075286	3.46e-08	8	
79776	ZFHX4	zinc finger homeobox 4	1.123054053	9.08e-06	8	
79783	SUGCT	succinyl-CoA:glutarate-CoA transferase	1.879320079	3.56e-11	8	
80034	CSRNP3	cysteine-serine-rich nuclear protein 3	1.567173703	1.36e-11	8	
80114	BICC1	BicC family RNA binding protein 1	1.081354805	1.3e-09	8	
80310	PDGFD	platelet derived growth factor D	2.082072783	4.91e-09	8	
80731	THSD7B	thrombospondin, type I, domain containing 7B	2.513085266	3.58e-08	8	
83879	CDCA7	cell division cycle associated 7	1.773623253	5.02e-14	8	
84627	ZNF469	zinc finger protein 469	1.097194583	2.56e-09	8	
8483	CILP	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	1.945308157	3.83e-07	8	
84870	RSPO3	R-spondin 3	1.044824068	0.000446725	8	
84935	MEDAG	mesenteric estrogen-dependent adipogenesis	1.650905049	2.72e-06	8	
84978	FRMD5	FERM domain containing 5	2.456102429	2.42e-14	8	
85352	KIAA1644	KIAA1644	1.706884627	2.5e-09	8	
8618	CADPS	Ca++-dependent secretion activator	1.466476759	8.62e-07	8	
8745	ADAM23	ADAM metallopeptidase domain 23	1.279305482	7.54e-05	8	
91584	PLXNA4	plexin A4	1.77351097	6.29e-11	8	
91653	BOC	BOC cell adhesion associated, oncogene regulated	1.587871724	4.55e-14	8	
91683	SYT12	synaptotagmin XII	2.625418175	2.76e-08	8	
92312	MEX3A	mex-3 RNA binding family member A	1.691765121	9.85e-14	8	
9427	ECEL1	endothelin converting enzyme-like 1	1.728563823	8.66e-05	8	
9547	CXCL14	chemokine (C-X-C motif) ligand 14	3.604889395	2.96e-10	8	
9671	WSCD2	WSC domain containing 2	1.466625784	1.04e-05	8	
9687	GREB1	growth regulation by estrogen in breast cancer 1	1.009024795	2.24e-06	8	
9955	HS3ST3A1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1	1.580298687	1.75e-10	8	
